Title,Company,Location,Link,Keyword,City
Sales Support Spezialist,opta data,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/sales-support-spezialist-w-m-x-at-opta-data-4255231058?position=16&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=raCB40jIZokDpXW1vtGEGQ%3D%3D,Support Spezialist,Dortmund
Information Technology Service Desk,Infosys BPM Germany,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/information-technology-service-desk-at-infosys-bpm-germany-4239952452?position=17&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=dzpaAK7sjvbdVqJ4bsLRiw%3D%3D,Support Spezialist,Dortmund
First Level Support,BELWARE GmbH,"Dorsten, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/first-level-support-gn-at-belware-gmbh-4255856012?position=18&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=4NUbRDtDST7lsn%2FktiKBbw%3D%3D,Support Spezialist,Dortmund
Support Specialist POS,TicketPAY Europe GmbH,"Hamm, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/support-specialist-pos-m-w-d-at-ticketpay-europe-gmbh-4265930784?position=19&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=AONkxBe5U6L0zMdAKSDHFQ%3D%3D,Support Spezialist,Dortmund
Koordinatorin Regionalleitung,SOLUA GmbH,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/koordinator-in-regionalleitung-m-w-d-at-solua-gmbh-4261973417?position=20&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=Bcev0%2FynkDl3T5oTZTZ3vQ%3D%3D,Support Spezialist,Dortmund
Assistenz  für die Bereichsleitung,OPTENDA,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/assistenz-m-w-d-f%C3%BCr-die-bereichsleitung-at-optenda-4264446832?position=21&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=2h7GuDguxGbMlNeaJ%2BfQJQ%3D%3D,Support Spezialist,Dortmund
Teamassistenz  im Projektmanagement,ITS Informationstechnik Service GmbH,"Dortmund, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/teamassistenz-m-w-d-im-projektmanagement-at-its-informationstechnik-service-gmbh-4259818065?position=22&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=%2B9PEyfSM6WghTZSCE5iuIg%3D%3D,Support Spezialist,Dortmund
Mitarbeiterin bzw Mitarbeiter  im Referat Bildung,Stadt Gelsenkirchen,"Gelsenkirchen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/mitarbeiterin-bzw-mitarbeiter-w-m-d-im-referat-bildung-at-stadt-gelsenkirchen-4263032536?position=23&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=bliLLAvP%2Fm0g48lM0LGq7Q%3D%3D,Support Spezialist,Dortmund
Quereinsteiger  Postbearbeitung  Digitalisierung Düsseldorf,Rhenus Logistics,"Holzwickede, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/quereinsteiger-m-w-d-postbearbeitung-digitalisierung-d%C3%BCsseldorf-at-rhenus-logistics-4271016481?position=24&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=O9Mj9ZNcpWzZsyjK3mHAcA%3D%3D,Support Spezialist,Dortmund
Assistent,FERCHAU,"Dortmund, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/team-assistent-m-w-d-at-ferchau-4181197621?position=25&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=3Jk7az4fkGGCnzormVXJ1g%3D%3D,Support Spezialist,Dortmund
Mitarbeiter  Personaladministration  Recruiting Support,Salamander Deutschland GmbH & Co. KG,"Wuppertal, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/mitarbeiter-m-w-d-personaladministration-recruiting-support-at-salamander-deutschland-gmbh-co-kg-4264472410?position=26&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=fdeTf%2B9C89vIqvlZlyQHtg%3D%3D,Support Spezialist,Dortmund
Front Desk Assistant  - Essen - IN TEILZEIT,Sirius Facilities GmbH,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/front-desk-assistant-everyone-is-welcome-essen-in-teilzeit-at-sirius-facilities-gmbh-4257657767?position=27&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=CkRX8goT9xK%2BJV1NAUPlCQ%3D%3D,Support Spezialist,Dortmund
Technischer Support Elektrotechnik,GRAPHISOFT,"Ascheberg, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/technischer-support-elektrotechnik-m-w-d-at-graphisoft-4267452992?position=28&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=r8VHhBAFqifnhuyLn44W0g%3D%3D,Support Spezialist,Dortmund
Sachbearbeiter  Assistenz  Verwaltung  Gebäudereinigung,WISAG,"Recklinghausen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/sachbearbeiter-assistenz-w-m-d-verwaltung-geb%C3%A4udereinigung-at-wisag-4267194387?position=29&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=q5HLLr5fmB%2FJgLTL8oE1SQ%3D%3D,Support Spezialist,Dortmund
Assistenz der Geschäftsführung,Erste Hausverwaltung,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/assistenz-der-gesch%C3%A4ftsf%C3%BChrung-m-w-d-at-erste-hausverwaltung-4257151567?position=30&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=I7PRQ%2Bk2bhTI76DZsel1mQ%3D%3D,Support Spezialist,Dortmund
Mitarbeiter Technischer - Support Banking B2B  - Direktvermittlung,TAS ToolBox GmbH,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/mitarbeiter-technischer-support-banking-b2b-m-w-d-direktvermittlung-at-tas-toolbox-gmbh-4264362606?position=31&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=Q6%2B3Jqd3jxC2KerpMjHD0A%3D%3D,Support Spezialist,Dortmund
Koordinator Mahnwesen,persona service,"Lüdenscheid, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/koordinator-mahnwesen-m-w-d-at-persona-service-4265342179?position=32&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=vX2csz7bHRZCq1%2BmUes5uA%3D%3D,Support Spezialist,Dortmund
Büroangestellter,ETG GmbH,"Dortmund, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/b%C3%BCroangestellte-r-at-etg-gmbh-4260370916?position=33&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=djViQpOLrzOCHBcX88HOkw%3D%3D,Support Spezialist,Dortmund
Inhouse Service Technician - International Support,ENGIE,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/inhouse-service-technician-international-support-m-f-d-at-engie-4261420311?position=34&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=ToLF8ncgiOFCel3tTvImnQ%3D%3D,Support Spezialist,Dortmund
Assistenz der Geschäftsführung,OPTENDA,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/assistenz-der-gesch%C3%A4ftsf%C3%BChrung-at-optenda-4264453370?position=35&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=XuKMNYYprHfF9qYQi6TZCA%3D%3D,Support Spezialist,Dortmund
Teamassistenz,Cusp Capital,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/teamassistenz-m-w-d-at-cusp-capital-4257162167?position=36&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=ZVxD7wmNuC5LFkBmOUzNAA%3D%3D,Support Spezialist,Dortmund
Verwaltungsmitarbeiter,Alloheim Senioren-Residenzen SE,"Sprockhövel, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/verwaltungsmitarbeiter-m-w-d-at-alloheim-senioren-residenzen-se-4257986131?position=37&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=bLQBiDigqT0h6S8ehOCBrw%3D%3D,Support Spezialist,Dortmund
Assistenz der Geschäftsführung,EPV Electronics GmbH,"Lüdenscheid, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/assistenz-der-gesch%C3%A4ftsf%C3%BChrung-teilzeit-at-epv-electronics-gmbh-4267813741?position=38&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=KN5bUs79CVqC9tmgNx5Ysw%3D%3D,Support Spezialist,Dortmund
Customer Support  im Onlineshop,PUKY GmbH & Co.KG,"Wülfrath, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/customer-support-w-m-d-im-onlineshop-at-puky-gmbh-co-kg-4259313332?position=39&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=aQNxlrp0wRggKk3zIA6d5w%3D%3D,Support Spezialist,Dortmund
Front Desk Assistant  - Essen - in Teilzeit,Sirius Facilities GmbH,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/front-desk-assistant-m-w-d-essen-in-teilzeit-at-sirius-facilities-gmbh-4261101393?position=40&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=Xia%2BqE3MpB9mSl8tvr0mSw%3D%3D,Support Spezialist,Dortmund
Mitarbeiter  Quereinsteiger  Postbearbeitung  Dokumentendigitalisierung in Teilze,Rhenus Logistics,"Holzwickede, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/mitarbeiter-quereinsteiger-w-m-d-postbearbeitung-dokumentendigitalisierung-in-teilze-at-rhenus-logistics-4271019363?position=41&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=d0iu6%2BMHs1rPzAM2JH573w%3D%3D,Support Spezialist,Dortmund
IT Mitarbeiter Support  Service Desk,Bechtle,"Bochum, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/it-mitarbeiter-support-service-desk-w-m-d-at-bechtle-4270055827?position=42&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=2Wzc3scIZnukUQJVVX23Zw%3D%3D,Support Spezialist,Dortmund
Mitarbeiter  Quereinsteiger  Postbearbeitung  Dokumentendigitalisierung - Hamburg,Rhenus Logistics,"Holzwickede, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/mitarbeiter-quereinsteiger-w-m-d-postbearbeitung-dokumentendigitalisierung-hamburg-at-rhenus-logistics-4271016391?position=43&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=xPJQVELERkgD%2Bf7Orz4Iig%3D%3D,Support Spezialist,Dortmund
Customizing  Support Specialist  für Personaleinsatzsoftware,Pradtke GmbH,"Bochum, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/customizing-support-specialist-d-m-w-f%C3%BCr-personaleinsatzsoftware-at-pradtke-gmbh-4259311571?position=44&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=bQDr13KlWV53pau4V3640w%3D%3D,Support Spezialist,Dortmund
Kundenbetreuer  Technischer Support Insulinpumpentherapie,VitalAire,"Lünen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/kundenbetreuer-m-w-d-technischer-support-insulinpumpentherapie-at-vitalaire-4023472085?position=45&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=SYRrV2Oe3tPaLv6NPC3NjQ%3D%3D,Support Spezialist,Dortmund
2nd Level SupportQS  - ERP Solutions,SHD Group Holding GmbH,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/2nd-level-support-qs-m-w-d-erp-solutions-at-shd-group-holding-gmbh-4265972708?position=46&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=lghr1VVoc8bmL2C2H8riKQ%3D%3D,Support Spezialist,Dortmund
Teamassistenz  im Projektmanagement,ITS International Services Sp. z o.o.,"Dortmund, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/teamassistenz-m-w-d-im-projektmanagement-at-its-international-services-sp-z-o-o-4259875533?position=47&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=CAzGrdgSrO7zFC4YV27qPA%3D%3D,Support Spezialist,Dortmund
Sachbearbeiter  Auftragsbearbeitung und Kundenbetreuung,DEUFOL,"Dortmund, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/sachbearbeiter-m-w-d-auftragsbearbeitung-und-kundenbetreuung-at-deufol-4263962413?position=49&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=0PBy9xYovxH%2FBXX%2FxDmcPQ%3D%3D,Support Spezialist,Dortmund
Kaufmännischer Sachbearbeiter  Arbeitsvorbereitung,WISAG,"Recklinghausen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/kaufm%C3%A4nnischer-sachbearbeiter-m-w-d-arbeitsvorbereitung-at-wisag-4256159940?position=50&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=8jQoxKNE5EUdxa5Q2Pz8aA%3D%3D,Support Spezialist,Dortmund
Office Assistant  Bürokaufleute oder vergleichbare Ausbildung,FinanzRitter,"Iserlohn, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/office-assistant-m-w-d-b%C3%BCrokaufleute-oder-vergleichbare-ausbildung-m-w-d-at-finanzritter-4265012624?position=51&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=PRQKLz4L7bgKTMlee9fwEg%3D%3D,Support Spezialist,Dortmund
Assistenz  der Teamleitung in Hannover,Rhenus Logistics,"Holzwickede, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/assistenz-m-w-d-der-teamleitung-in-hannover-at-rhenus-logistics-4266654591?position=52&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=eQMczDwctXffk8ZXOJe0KA%3D%3D,Support Spezialist,Dortmund
Executive Assistant,Aptiv,"Wuppertal, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/executive-assistant-f-m-d-at-aptiv-4251637455?position=53&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=DfBfR5pYsDF%2BA%2F4Q6o%2BPHA%3D%3D,Support Spezialist,Dortmund
Projektassistenz,ZWP Ingenieur-AG,"Bochum, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/projektassistenz-m-w-d-at-zwp-ingenieur-ag-4262503647?position=54&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=MY0Q2cfCeDyr2mkmT9aUiQ%3D%3D,Support Spezialist,Dortmund
Assistenz  der Divisionsleitung,secunet Security Networks AG,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/assistenz-m-w-d-der-divisionsleitung-at-secunet-security-networks-ag-4255178377?position=55&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=JNtMPEfnlzpZgq%2BWCOh%2FkA%3D%3D,Support Spezialist,Dortmund
IT Mitarbeiter Support Service Desk,Bechtle,"Bochum, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/it-mitarbeiter-support-service-desk-w-m-d-at-bechtle-4269885659?position=56&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=cuV0i3gYdZaDFu%2BmyBL6Pg%3D%3D,Support Spezialist,Dortmund
Personal Assistant,Future Electronics,"Dortmund, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/personal-assistant-at-future-electronics-4269358608?position=57&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=AwrMUr3oE6dtJg1VuzFTYA%3D%3D,Support Spezialist,Dortmund
Verwaltungskraft Sanitätsstation  in der NU Gladbeck,DRK-Betreuungsdienste Westfalen-Lippe gGmbH,"Gladbeck, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/verwaltungskraft-sanit%C3%A4tsstation-m-w-in-der-nu-gladbeck-at-drk-betreuungsdienste-westfalen-lippe-ggmbh-4263292983?position=58&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=ped4dGC3UZRAvTdtnQ2ehQ%3D%3D,Support Spezialist,Dortmund
Assistenz Logistik  Management,SOLUA GmbH,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/assistenz-logistik-management-m-w-d-at-solua-gmbh-4261974436?position=59&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=TX7gc3JxlfdOOxihukiv2g%3D%3D,Support Spezialist,Dortmund
Assistenz  der Regionalleitung,SOLUA GmbH,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/assistenz-m-w-d-der-regionalleitung-at-solua-gmbh-4267747115?position=60&pageNum=0&refId=Recm7pSBYF0LWFuwlA98Yg%3D%3D&trackingId=jXZSFjJAXehNszuaXy92ig%3D%3D,Support Spezialist,Dortmund
IT-Customer Support,Heidler Strichcode GmbH,"Wolfschlugen, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/it-customer-support-m-w-d-at-heidler-strichcode-gmbh-4270446819?position=1&pageNum=0&refId=QRfIGmne1JEt7jOU6mHGWA%3D%3D&trackingId=fhTpXHda248SgMzxboLE8g%3D%3D,IT Supporter,Stuttgart
Support- Servicemitarbeiterin,Stadt Hagen,"Hagen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/support-servicemitarbeiter-in-w-m-d-at-stadt-hagen-4263292453?position=51&pageNum=0&refId=4pKSbe9Sgc3oGnMBMoo%2F3w%3D%3D&trackingId=WOZHe9Qih9uvjE565l5l%2Fg%3D%3D,Support Spezialist,Dortmund
Mitarbeiter Customer Support Koordination,secunet Security Networks AG,"Essen, North Rhine-Westphalia, Germany",https://de.linkedin.com/jobs/view/mitarbeiter-customer-support-koordination-m-w-d-at-secunet-security-networks-ag-4262815793?position=59&pageNum=0&refId=4pKSbe9Sgc3oGnMBMoo%2F3w%3D%3D&trackingId=Jvl5%2BiRDT%2Fs7ZfsDaVhbrw%3D%3D,Support Spezialist,Dortmund
IT-Supporterin,Libri GmbH,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/it-supporter-in-at-libri-gmbh-4258106029?position=1&pageNum=0&refId=S1Pi8tCet3J%2B4tqOPaxIJA%3D%3D&trackingId=GsKw3VVbtgrH%2B%2B10Bw2r4g%3D%3D,Service Desk,Hamburg
Front Desk Associate - 12 month FTC,WeWork,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/front-desk-associate-12-month-ftc-at-wework-4257163826?position=2&pageNum=0&refId=S1Pi8tCet3J%2B4tqOPaxIJA%3D%3D&trackingId=UdSM%2FWja5a63BI5lvsk1Ow%3D%3D,Service Desk,Hamburg
IT-Support Specialist  Vollzeit,John T. Essberger GmbH & Co KG,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/it-support-specialist-m-w-d-vollzeit-at-john-t-essberger-gmbh-co-kg-4255805953?position=3&pageNum=0&refId=S1Pi8tCet3J%2B4tqOPaxIJA%3D%3D&trackingId=W5HDM4HIYBsk%2BfarYFY1qw%3D%3D,Service Desk,Hamburg
Senior Ticket Desk Agent,Emirates,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/senior-ticket-desk-agent-at-emirates-4257179698?position=4&pageNum=0&refId=S1Pi8tCet3J%2B4tqOPaxIJA%3D%3D&trackingId=OAgehnSrF5pT6bQZGU658A%3D%3D,Service Desk,Hamburg
IT Service Desk Agent  IT Support Mitarbeiter Help Desk,INTREAL,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/it-service-desk-agent-it-support-mitarbeiter-help-desk-m-w-d-at-intreal-4225854567?position=5&pageNum=0&refId=S1Pi8tCet3J%2B4tqOPaxIJA%3D%3D&trackingId=FEV0%2F%2B8581Qxrk%2BvvikElQ%3D%3D,Service Desk,Hamburg
Application Support  Helpdesk Specialist,M+F Technologies GmbH,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/application-support-helpdesk-specialist-m-w-d-at-m%2Bf-technologies-gmbh-4265193816?position=6&pageNum=0&refId=S1Pi8tCet3J%2B4tqOPaxIJA%3D%3D&trackingId=6b1y9gh5sty%2BeSIx7zPabQ%3D%3D,Service Desk,Hamburg
Mitarbeiter  1st Level IT-Support,Bauer Media Group,"Hamburg, Germany",https://de.linkedin.com/jobs/view/mitarbeiter-w-m-d-1st-level-it-support-at-bauer-media-group-4264707329?position=7&pageNum=0&refId=S1Pi8tCet3J%2B4tqOPaxIJA%3D%3D&trackingId=MUVeArGoquAxVmwWqx8AqQ%3D%3D,Service Desk,Hamburg
