Title,Company,Location,Link,Keyword,City
Data-Driven Online-Marketing Manager Dein Karrierestart zum Marketing Allrounder,Masters of Marketing,"Halle, Saxony-Anhalt, Germany",https://de.linkedin.com/jobs/view/data-driven-online-marketing-manager-dein-karrierestart-zum-marketing-allrounder-m-w-d-at-masters-of-marketing-4271102346?position=15&pageNum=0&refId=rNvQO0b%2BnLyK7RoaAUwafg%3D%3D&trackingId=ZGdH8g1CcE4Mus%2FIVV%2F7PA%3D%3D,Social Media Manager,Leipzig
Customer Success Manager   Teilnehmerkoordination  Bildungsinstitut für Online Marketing Digitalisierung  KI,Distart,"Leipzig, Saxony, Germany",https://de.linkedin.com/jobs/view/customer-success-manager-m-w-d-teilnehmerkoordination-bildungsinstitut-f%C3%BCr-online-marketing-digitalisierung-ki-at-distart-4254858997?position=16&pageNum=0&refId=rNvQO0b%2BnLyK7RoaAUwafg%3D%3D&trackingId=bmcik2lkGLZG6TuJrDTFUQ%3D%3D,Social Media Manager,Leipzig
Regional Field Manager Marketing Dach,Eye-Able® by Web Inclusion GmbH,"Leipzig, Saxony, Germany",https://de.linkedin.com/jobs/view/regional-field-manager-marketing-dach-m-w-d-at-eye-able%C2%AE-by-web-inclusion-gmbh-4264369018?position=17&pageNum=0&refId=rNvQO0b%2BnLyK7RoaAUwafg%3D%3D&trackingId=WmN65huK07zV8AF87dWSIQ%3D%3D,Social Media Manager,Leipzig
Area Sales Manager  für Online-Marketing,Heise Medien GmbH & Co. KG,"Leipzig, Saxony, Germany",https://de.linkedin.com/jobs/view/area-sales-manager-m-w-d-f%C3%BCr-online-marketing-at-heise-medien-gmbh-co-kg-4270466348?position=18&pageNum=0&refId=rNvQO0b%2BnLyK7RoaAUwafg%3D%3D&trackingId=j9xzrJ81LhnbWvugrkjvdg%3D%3D,Social Media Manager,Leipzig
Key Account Manager - Marketing für den Vertrieb - Konzerte Kultur  Events,Reservix GmbH,"Leipzig, Saxony, Germany",https://de.linkedin.com/jobs/view/junior-key-account-manager-marketing-f%C3%BCr-den-vertrieb-konzerte-kultur-events-m-w-d-at-reservix-gmbh-4265444349?position=19&pageNum=0&refId=rNvQO0b%2BnLyK7RoaAUwafg%3D%3D&trackingId=kChmiye%2Fl9f8lwAW%2BycVQQ%3D%3D,Social Media Manager,Leipzig
Senior Performance Marketing Manager,adesso SE,"Leipzig, Saxony, Germany",https://de.linkedin.com/jobs/view/senior-performance-marketing-manager-all-genders-at-adesso-se-4267696758?position=20&pageNum=0&refId=rNvQO0b%2BnLyK7RoaAUwafg%3D%3D&trackingId=eJ4%2F6o55xUbE4G%2B18yQdZg%3D%3D,Social Media Manager,Leipzig
Duales Studium Marketing  am Campus oder virtuell - Jobbirdcom,Jobster,"Leipzig, Saxony, Germany",https://de.linkedin.com/jobs/view/duales-studium-marketing-b-a-am-campus-oder-virtuell-jobbird-com-at-jobster-4270211827?position=21&pageNum=0&refId=rNvQO0b%2BnLyK7RoaAUwafg%3D%3D&trackingId=m4pfU4hFc5wISE4nsAyOLg%3D%3D,Social Media Manager,Leipzig
Duales Studium Marketing  am Campus oder virtuell,IU International University of Applied Sciences,"Leipzig, Saxony, Germany",https://de.linkedin.com/jobs/view/duales-studium-marketing-b-a-am-campus-oder-virtuell-at-iu-international-university-of-applied-sciences-3802368316?position=22&pageNum=0&refId=rNvQO0b%2BnLyK7RoaAUwafg%3D%3D&trackingId=UDQ2GKll2aqiGEihgEHz2A%3D%3D,Social Media Manager,Leipzig
Manager Brand Partnerships - DACH,Netflix,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/manager-brand-partnerships-dach-at-netflix-3982465520?position=1&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=EpZSEkpCexCzDUUsL5fUsg%3D%3D,Marketingspezialist,Berlin
Digital Content Production Specialist Region Central Europe,H&M,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/digital-content-production-specialist-region-central-europe-m-f-d-at-h-m-4271037453?position=2&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=1mQGXOrmu%2BvF8roHpn0lHQ%3D%3D,Marketingspezialist,Berlin
Marketing Manager Italy,Zalando,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-manager-italy-all-genders-at-zalando-4265474357?position=3&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=gAHscFaEpJ6tnMuTBdODIw%3D%3D,Marketingspezialist,Berlin
Junior Public Relations Managerin,Kruger Media,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-public-relations-manager-in-wie-du-bist-at-kruger-media-4268007469?position=4&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=iL%2Bmx5j%2BJf2r1ZcHMym86g%3D%3D,Marketingspezialist,Berlin
Marketing-Assistenz Back Office,VGRD,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-assistenz-back-office-m-w-d-at-vgrd-4259843089?position=5&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=FJQ6O20TTS%2F19PY4C5PAvA%3D%3D,Marketingspezialist,Berlin
E-Commerce Content Mitarbeiter,ORENDT STUDIOS Holding GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/e-commerce-content-mitarbeiter-m-w-d-at-orendt-studios-holding-gmbh-4268061463?position=6&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=jF0yKT2JY8ne64pmxgiXYA%3D%3D,Marketingspezialist,Berlin
Marketing Manager,Flink,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-manager-m-f-d-at-flink-4267327694?position=7&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=xZh3O1ldQlu%2FFRLThWmMPw%3D%3D,Marketingspezialist,Berlin
Marketing Manager Strategic Enterprise Partnerships,Wolt,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-manager-strategic-enterprise-partnerships-at-wolt-4268774299?position=8&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=pSv%2Bz1FXjCYTIdEbN48IeA%3D%3D,Marketingspezialist,Berlin
Audi Praktikant Marketing  - Zehlendorf,Audi Berlin GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/audi-praktikant-marketing-m-w-d-zehlendorf-at-audi-berlin-gmbh-4259837845?position=9&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=SPzh8NQOLORvXEzTH7e5XQ%3D%3D,Marketingspezialist,Berlin
Junior Marketing Managerin,One Thousand,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-marketing-manager-in-w-m-d-at-one-thousand-4269898240?position=10&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=C0RE69s5Brw9s7XYp%2BehZg%3D%3D,Marketingspezialist,Berlin
CRM Manager - Loyalty,Zalando,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/crm-manager-loyalty-all-genders-at-zalando-4225597607?position=11&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=1UkENviu65iEu3XPA97vyQ%3D%3D,Marketingspezialist,Berlin
Junior Social Media Manager,Shiso Burger,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-social-media-manager-m-w-d-at-shiso-burger-4267466563?position=12&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=Fjx4W9vU7%2BzIInytzg3IWw%3D%3D,Marketingspezialist,Berlin
Marketing Associate - EMEA,Prophet,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-associate-emea-at-prophet-4172850963?position=13&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=O8njRfr1axBprbzeQsd1kA%3D%3D,Marketingspezialist,Berlin
Organic Search Lead,Agicap,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/organic-search-lead-at-agicap-4268808617?position=14&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=2U5M3vvkzUzmAnxYiRtsuQ%3D%3D,Marketingspezialist,Berlin
Growth Manager,PlanD,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/growth-manager-at-pland-4265963830?position=15&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=vg%2Beb64RmnOmRRYmYnRGMQ%3D%3D,Marketingspezialist,Berlin
Junior Online-Marketing-Manager,Table.Briefings,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-online-marketing-manager-m-w-d-at-table-briefings-4266409751?position=16&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=6rGaQ29biPk7OHYX7B4FOw%3D%3D,Marketingspezialist,Berlin
Internship Marketing Manager - Italy,Hanfgeflüster GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/internship-marketing-manager-italy-at-hanfgefl%C3%BCster-gmbh-4268063403?position=17&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=L%2BPVF2r9k8coMRVc9LlCJw%3D%3D,Marketingspezialist,Berlin
Social Media Managerin,nüchtern,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/social-media-manager-in-all-genders-teilzeit-oder-vollzeit-m%C3%B6glich-at-n%C3%BCchtern-4267429992?position=18&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=MGGbR%2B%2FOwL4TXs3gfaz8Yg%3D%3D,Marketingspezialist,Berlin
Country Manager France,HOLY,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/country-manager-france-m-f-d-at-holy-4265973744?position=19&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=mf1Hx%2FZrfgCAjODB%2Bk7k6w%3D%3D,Marketingspezialist,Berlin
Brand Manager    - Tiktok Instagram Reels  YouTube Shorts,RealStudio,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/brand-manager-social-media-junior-m-w-d-tiktok-instagram-reels-youtube-shorts-at-realstudio-4268090438?position=20&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=CYpn3rRvwiLy7jt485vG3Q%3D%3D,Marketingspezialist,Berlin
Marketing Managerin,nüchtern,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-manager-in-all-genders-teilzeit-oder-vollzeit-m%C3%B6glich-at-n%C3%BCchtern-4267432755?position=21&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=28dt3GooBpaONjRJ8vl62A%3D%3D,Marketingspezialist,Berlin
Digital Marketing Associate,Fever,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/digital-marketing-associate-madrid-based-at-fever-4265423173?position=22&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=V94rtqg72yZihDX71WD%2BqQ%3D%3D,Marketingspezialist,Berlin
Marketing-  Kommunikationsmanagerin  - Teufelsberg,Teufelsberg Berlin,"Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-kommunikationsmanager-in-m-w-d-teufelsberg-at-teufelsberg-berlin-4268359829?position=23&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=6vZqw5Ze5PZogXrxy1lPZA%3D%3D,Marketingspezialist,Berlin
Affiliate Content Intern,Highsnobiety,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/affiliate-content-intern-all-genders-at-highsnobiety-4265985751?position=24&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=7JjJfFGegpIqrKivZUBszA%3D%3D,Marketingspezialist,Berlin
Influencer Marketing Manager,DEPT®,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/influencer-marketing-manager-m-f-div-at-dept%C2%AE-4244543999?position=25&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=3HLqSrVuWXrvDciw3kxvrA%3D%3D,Marketingspezialist,Berlin
Marketplace Manager,Sportstech,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketplace-manager-m-w-d-at-sportstech-4267473591?position=26&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=udUTqey61kAKnZHMgypR2A%3D%3D,Marketingspezialist,Berlin
Working Student - Content Engagement,Audible,"Berlin, Germany",https://de.linkedin.com/jobs/view/working-student-content-engagement-at-audible-4258212877?position=27&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=9EYyhdd%2FMkIpZfv5meQgdQ%3D%3D,Marketingspezialist,Berlin
Mitarbeiter Marketing  Eventmanagement,Riller & Schnauck GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/mitarbeiter-marketing-m-w-d-eventmanagement-at-riller-schnauck-gmbh-4267774270?position=28&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=9KGqdrAmOw7h7gqMLTnKGg%3D%3D,Marketingspezialist,Berlin
Pflichtpraktikum Marktplatzmanagement - Amazon eBay Decathlon Alibaba,Kettler Trading GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/pflichtpraktikum-marktplatzmanagement-amazon-ebay-decathlon-alibaba-at-kettler-trading-gmbh-4265424064?position=29&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=EUBQePyhGFRQO4AVxmRGWw%3D%3D,Marketingspezialist,Berlin
Manager Go-to-Market Strategy,Doctolib,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/manager-go-to-market-strategy-x-f-m-at-doctolib-4008915066?position=30&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=NCWJo6qCZT0vKECoiIFk8g%3D%3D,Marketingspezialist,Berlin
Werkstudentin Online-Marketing,Urlaubstracker,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/werkstudent-in-online-marketing-d-f-m-at-urlaubstracker-4265426531?position=31&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=WZahDoYlZKHjuakhjq6Syg%3D%3D,Marketingspezialist,Berlin
Chief of Staff Intern - C2 Deutsch,MAOMAO,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/chief-of-staff-intern-c2-deutsch-w-m-x-at-maomao-4268601728?position=32&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=CfFHAa7RvFMb0hs%2FoCaUNg%3D%3D,Marketingspezialist,Berlin
Marketing  Communications Manager,BIFI | Berlin Institute for Innovation,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/marketing-communications-manager-m-w-d-at-bifi-berlin-institute-for-innovation-4266456923?position=33&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=pcCIagsXrpvV4pHoc0M38Q%3D%3D,Marketingspezialist,Berlin
Digital Marketing Junior Agent   Hybrid in Lisbon Portugal w Relocation,AetherCore,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/digital-marketing-junior-agent-german-language-%E2%80%93-hybrid-in-lisbon-portugal-w-relocation-at-aethercore-4267638406?position=34&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=YCW1R7lFD8EFkTkXI3QAYg%3D%3D,Marketingspezialist,Berlin
Publishing Manager Media Partnerships,Table.Briefings,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/publishing-manager-media-partnerships-m-w-d-at-table-briefings-4267476416?position=35&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=1smKfxXjTkqsljNUCNQukQ%3D%3D,Marketingspezialist,Berlin
Influencer Marketing France  - Stage ou Poste  Temps Plein,Hanfgeflüster GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/influencer-marketing-france-m-f-x-stage-ou-poste-%C3%A0-temps-plein-at-hanfgefl%C3%BCster-gmbh-4268056637?position=36&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=MR1hQyoYuPhBuHIMvSE1sQ%3D%3D,Marketingspezialist,Berlin
Influencer Marketing Manager,TIM Company GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/influencer-marketing-manager-m-w-d-at-tim-company-gmbh-4266956595?position=37&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=jFaypmjlCvyLpQxaiT7oHg%3D%3D,Marketingspezialist,Berlin
Junior Marketing Manager  - hybrid,Cito Transport Technologies GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/junior-marketing-manager-w-m-d-hybrid-at-cito-transport-technologies-gmbh-4267464439?position=38&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=WJxplg5UqIno%2FTBXcKphvw%3D%3D,Marketingspezialist,Berlin
Mitarbeiter  Marktkommunikation in der Energiewirtschaft,Energy Market Solutions GmbH,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/mitarbeiter-w-m-d-marktkommunikation-in-der-energiewirtschaft-at-energy-market-solutions-gmbh-4267136897?position=39&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=vynlZWEkl0ShH6VGP5tDmQ%3D%3D,Marketingspezialist,Berlin
Product Marketing Manager,Doctolib,"Berlin, Berlin, Germany",https://de.linkedin.com/jobs/view/product-marketing-manager-x-f-m-at-doctolib-4198240749?position=40&pageNum=0&refId=epF8lWvV%2BeX8Swh%2FcDYaeA%3D%3D&trackingId=YiDPPypHPC1pm%2F3vQ%2Bl2Vg%3D%3D,Marketingspezialist,Berlin
