Title,Company,Location,Link,Keyword,City,Description,Remote,Seniority,Lang,Has_OFFICE_MANAGEMENT,Has_BÜROORGANISATION,Has_VERWALTUNG,Has_ASSISTENZ,Has_ADMINISTRATION,Has_TERMINPLANUNG,Has_KALENDER,Has_BUCHHALTUNG,Has_ACCOUNTING,Has_CUSTOMER,Has_EMPFANG,Has_REZEPTION,Has_POST,Has_ORGANISIEREN,Has_DOKUMENTATION,Has_BESTELLUNG,Has_TEAMASSISTENZ,Has_REISEPLANUNG,Has_ABRECHNUNG,Has_CONTROLLING,Has_EINKAUF,Has_EVENTS,Has_VERTRÄGE,Has_COMMUNICATIONS,Has_HR,Has_ONBOARDING,Has_FACILITY
Administrative Assistentin,Nes Fircroft,"Hamburg, Hamburg, Germany",https://de.linkedin.com/jobs/view/administrative-assistentin-m-w-d-at-nes-fircroft-4263053101?position=51&pageNum=0&refId=CcTYLIzMhflnFrA8CFtcZw%3D%3D&trackingId=7%2BC1dcoKHbJVtZO%2FGU8fJQ%3D%3D,Office Coordinator,Germany,"Als Projektassistent:in unterstützen Sie das Projektteam in organisatorischen und dokumentationsbezogenen Aufgaben. Sie tragen wesentlich zum reibungslosen Ablauf der Projekte bei und sorgen für die Einhaltung von Prozessen und Standards. Aufgaben Erstellung von Bedarfsanforderungen nach Vorgabe durch Systemverantwortliche Nachverfolgung von Dokumentenlieferungen an und vom Kunden Sicherstellung der Einhaltung formaler Anforderungen bei der Übermittlung von Dokumenten Formale Prüfung eingehender und ausgehender Dokumente (z. B. Version, Status, Änderungskennzeichnung, Zeichnungsköpfe, Unterschriften) Vorbereitung und Organisation von Projektbesprechungen (Teilnehmerliste, Agenda, Ort, Zeit) Erstellung von Präsentationen und Protokollen Nachverfolgung offener Punkte aus Projektbesprechungen Erstellung offizieller Schriftstücke sowie Status- und Fortschrittsberichte Terminverfolgung von Lieferungen, Leistungen und deren Voraussetzungen Erstellung von Terminplänen auf Basis definierter Vorlagen Erforderliche Qualifikationen: Abgeschlossene fachspezifische Berufsausbildung (mind. 3 Jahre) mit mehrjähriger Berufserfahrung oder Abgeschlossene fachfremde Ausbildung mit mehrjähriger fachspezifischer Erfahrung und ergänzender Weiterbildung 2–3 Jahre einschlägige Erfahrung in der Projektarbeit Erwünschte Qualifikationen: Gute Englischkenntnisse in Wort und Schrift Erfahrung mit gängigen Systemen (z. B. ERP, Dokumentenmanagement) Zusätzliche Anforderungen: Ausgeprägte Kommunikationsfähigkeit Teamfähigkeit und Organisationstalent Selbstständige und strukturierte Arbeitsweise Show more Show less",False,other,de,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Administrative Assistant Hr (Mensch),Marriott International,"Wolfsburg, Lower Saxony, Germany",https://de.linkedin.com/jobs/view/administrative-assistant-hr-mensch-at-marriott-international-4256532643?position=56&pageNum=0&refId=CcTYLIzMhflnFrA8CFtcZw%3D%3D&trackingId=%2BZ1t%2FFTnwXLQ51C0aqSVUA%3D%3D,Office Coordinator,Germany,"Additional Information Job Number 25104042 Job Category Administrative Location The Ritz-Carlton Wolfsburg, Parkstrasse 1, Wolfsburg, Lower Saxony, Germany, 38440VIEW ON MAP Schedule Full Time Located Remotely? N Position Type Non-Management Ihr The Ritz-Carlton, Wolfsburg Karriereauto ist startklar. Steigen Sie ein und geben Sie richtig Gas. Bei uns gibt es keine Geschwindigkeitsbegrenzung. Wir sind Ihr Highway to Success. Genießen Sie während der ersten Orientierungstage die Aussicht und lassen Sie erst einmal uns das Steuer übernehmen. Danach wechseln Sie zum Begleiteten Fahren – während Ihrer intensiven Einarbeitung stehen wir Ihnen zur Seite und unterstützen Sie auf den ersten Strecken. Sobald Sie uns das Zeichen geben, dass Sie sich sicher fühlen, überlassen wir Ihnen die Fahrt. Dann stehen Ihnen alle Routen offen – Sie entscheiden über Geschwindigkeit und Ziel. IHRE ERSTE ROUTE: Unterstützung des Human Resources Teams im administrativen Tagesgeschäft Pflege von Mitarbeiterdaten, Führung digitaler Personalakten und Verwaltung vertraulicher Unterlagen Vorbereitung von Arbeitsverträgen, Bescheinigungen und weiteren personalrelevanten Dokumenten Organisation von Onboarding-Prozessen und Begrüßung neuer Ladies & Gentlemen im Haus Terminplanung und Koordination von Vorstellungsgesprächen und internen Schulungen Unterstützung bei der Vorbereitung von Veranstaltungen und HR-Initiativen Zusammenarbeit mit anderen Abteilungen im Sinne unserer werteorientierten Unternehmenskultur IHR KOFFERRAUM IST GEFÜLLT MIT: Teamfähigkeit und Engagement Erste Berufserfahrung in einer administrativen oder HR-nahen Funktion wünschenswert Diskretion und ein sicheres Gespür für den Umgang mit vertraulichen Informationen Organisationsstärke und sorgfältige, strukturierte Arbeitsweise Ausgeprägte Kommunikationsfähigkeit auf Deutsch und Englisch Freude am Umgang mit Menschen und hoher Servicegedanke Gute Kenntnisse in MS Office UNSERE FAHRASSISTENTEN SIND: werteorientierte Unternehmenskultur Verpflegung in unserem Mitarbeiterrestaurant mit Außenterrasse Reinigung der zur Verfügung gestellten Uniform Vergünstigungen bei Hotelübernachtungen (Mitarbeiterrate, Family & Friends-Raten), F&B, Retail, etc. innerhalb Marriott International mitarbeiterfreundliche Dienstplangestaltung, angemessenes Gehalt + Sonderzahlungen Über uns: Marriott tritt als Arbeitgeber für Chancengleichheit ein. Wir engagieren uns für die Einstellung einer vielfältigen Belegschaft und eine nachhaltige, inklusive Kultur, in der die Mitarbeiter an erster Stelle stehen. Wir verpflichten uns, Personen mit einem Schutzstatus, zum Beispiel Behinderung und Veteranenstatus, oder einem anderen gesetzlich geschützten Status nicht zu diskriminieren. In mehr als 100 preisgekrönten Häusern weltweit schaffen die Mitarbeiterinnen und Mitarbeiter des The Ritz-Carlton so außergewöhnliche Erlebnisse, dass diese Gästen noch lange nach dem Aufenthalt in Erinnerung bleiben. Wir sprechen die international besten Hotellerie-Profis an, die Erinnerungen für ein Leben kreieren, und sind davon überzeugt, dass jeder erfolgreich sein kann, wenn er die Möglichkeit hat, kreativ, durchdacht und mitfühlend zu handeln. Jeden Tag setzen wir international Standards für besonders luxuriösen Service, wie man ihn heute selten findet. Und wir sind stolz darauf, unseren Gästen herausragende Fürsorge und Komfort zu bieten. Ihre Rolle besteht darin, dafür Sorge zu tragen, dass die ""Goldstandards"" von The Ritz-Carlton jeden Tag anmutig und durchdacht erfüllt werden. Die Goldstandards dienen als Grundlage des The Ritz-Carlton und motivieren uns, jeden Tag noch besser als am Vortag zu werden. Mit diesem Ansatz und der festen Überzeugung, dass unsere Kultur der Erfolgsmotor ist, hat The Ritz-Carlton sich international den Ruf als Markenführer im Bereich Luxury Hospitality verdient. Als Teil unseres Teams lernen Sie die Goldstandards kennen, etwa unser Versprechen gegenüber Mitarbeiterinnen und Mitarbeitern, unser Credo und unsere Servicewerte. Und Ihnen versprechen wir, dass Sie bei uns die Gelegenheit bekommen, stolz auf Ihre Arbeit und Ihre Kolleginnen und Kollegen zu sein. Bei The Ritz-Carlton werden Sie Teil des Markenportfolios von Marriott International . Hier können Sie Ihr Bestes geben, Ihre Bestimmung finden , einem fantastischen globalen Team angehören und das Beste aus sich herausholen . Show more Show less",True,other,mixed,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
Administrative Assistant For Office In Munich,F5,"Munich, Bavaria, Germany",https://de.linkedin.com/jobs/view/administrative-assistant-for-office-in-munich-at-f5-4235387208?position=58&pageNum=0&refId=CcTYLIzMhflnFrA8CFtcZw%3D%3D&trackingId=DnQ28Qh49NyDUwpzO75%2BpA%3D%3D,Office Coordinator,Germany,"At F5, we strive to bring a better digital world to life. Our teams empower organizations across the globe to create, secure, and run applications that enhance how we experience our evolving digital world. We are passionate about cybersecurity, from protecting consumers from fraud to enabling companies to focus on innovation. Everything we do centers around people. That means we obsess over how to make the lives of our customers, and their customers, better. And it means we prioritize a diverse F5 community where each individual can thrive. We value our employees and act in a team-oriented and innovative manner. We emphasize diversity and think globally. Reliability, trustworthiness, and openness are important to us, as well as a high level of integrity. Overview: This position is an all-rounder role that is entrusted with independent tasks handling and projects within its competencies. You will take responsibility for a wide and interesting range of tasks in an international company and you will support the Regional Sales Vice President with administrative and organizational tasks as well as manage our Munich office. Your Tasks: Manage the reception, including the central telephone for the Munich office Support our Regional Sales Vice President with administrative and operational tasks (travel expense management, travel management, meeting minutes, independent coordination and arrangement of visits from international guests, organization of company events, appointment coordination) Manage the marketing storage and ensure timely shipping of marketing items to event locations, order management for marketing items in alignment with the marketing team Handle office management tasks: email management, document maintenance (contracts, orders, telephone lists, etc.), ordering and managing office supplies Be the first point of contact for our guests Planning and execution of organizational tasks for events, seminars, conferences and meetings Create cost statements Facility management and coordination of facility tasks with external service providers Take responsibility for all health and safety issues (first aid, fire protection) in the office, as well as reporting accidents Prepare meeting and office rooms and ensure a representative appearance, manage room bookings Collaborate and align with various departments such as sales, marketing, finance, and IT Your Profile: You have excellent and verifiable skills in planning, organization, and administration You work very independently, proactively, and reliably Excellent written and verbal communication skills Very good German and English language skills Advanced knowledge of Word, PowerPoint, Excel, Outlook, Internet High service orientation & flexibility Team orientation Experience with safety regulations (first aid, fire protection) is an advantage Very good skills in prioritizing many different tasks Proactivity, solution orientation, and very good skills in dealing with various parties (employees, managers, guests, service providers) Existing first aid training or willingness to undergo training The Job Description is intended to be a general representation of the responsibilities and requirements of the job. However, the description may not be all-inclusive, and responsibilities and requirements are subject to change. Please note that F5 only contacts candidates through F5 email address (ending with @f5.com) or auto email notification from Workday (ending with f5.com or @myworkday.com) . Equal Employment Opportunity It is the policy of F5 to provide equal employment opportunities to all employees and employment applicants without regard to unlawful considerations of race, religion, color, national origin, sex, sexual orientation, gender identity or expression, age, sensory, physical, or mental disability, marital status, veteran or military status, genetic information, or any other classification protected by applicable local, state, or federal laws. This policy applies to all aspects of employment, including, but not limited to, hiring, job assignment, compensation, promotion, benefits, training, discipline, and termination. F5 offers a variety of reasonable accommodations for candidates. Requesting an accommodation is completely voluntary. F5 will assess the need for accommodations in the application process separately from those that may be needed to perform the job. Request by contacting accommodations@f5.com. Show more Show less",False,manager,en,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
Teamassistenz,Symbio.,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/teamassistenz-m-w-d-at-symbio-4251143568?position=59&pageNum=0&refId=CcTYLIzMhflnFrA8CFtcZw%3D%3D&trackingId=BkipiYfHDkRHvjHAB%2B7L9A%3D%3D,Office Coordinator,Germany,"Teamassistenz (m/w/d) Frankfurt | Vollzeit | Modernes Office | Cooles Team Du kennst den Kanzlei-Alltag, aber willst ihn in stylisch, effizient und menschlich? Dann komm in ein internationales Umfeld mit Top-Standort, Top-Team und Top-Vibes. 🔍 Was du bei uns machst: Termine, Reisen & Meetings organisieren – klar, souverän, vorausschauend Dokumente, Präsentationen & Mandate auf Hochglanz bringen Mitdenken, koordinieren, vorbereiten, nachhalten Schnittstelle sein zwischen Team, Mandat & Management 💡 Was wir suchen: Ausbildung im Assistenz- oder Kanzleibereich (z. B. RA-Fachangestellte, Euro-/Fremdsprachensekretär*in) 2–3 Jahre Erfahrung im Kanzlei-, Corporate- oder Professional-Services-Umfeld Sicher in MS Office, fit in Englisch, stark im Workflow Strukturiert, schnell, sympathisch – Teamplayer mit Überblick 🎁 Was du bekommst: High-End-Office mitten in FFM 🏙️ Ein echtes Team statt Ego-Show Fitness, Wellbeing & smarte Extras Wertschätzung, Perspektive & ein Job, der einfach passt Bereit, Kanzlei neu zu denken? Dann bewirb dich jetzt. Wir freuen uns auf dich! 💼✨ Mariya Gerasymchyk Associate Director 📞 +49 69 244 377 599 ✉️ m.gerasymchyk@symbiorec.de Show more Show less",False,other,mixed,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
Office Coordinator - Part-Time,Iwoca,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/office-coordinator-part-time-at-iwoca-4260272668?position=60&pageNum=0&refId=CcTYLIzMhflnFrA8CFtcZw%3D%3D&trackingId=zw21JDKP%2B1dEjhpCHZRn4w%3D%3D,Office Coordinator,Germany,"Office Coordinator - Part-time, Fixed-term (m/w/d) Hybrid working in Frankfurt (at least 2 days in the office per week) The company: Imagine a world where every small business has the power to thrive. That's the world we're building at iwoca. Small businesses aren't just statistics – they're the heartbeat of our communities, the character of our high streets, and the engine of our economy. Since 2012, we've revolutionised how these businesses access finance, turning what was once a lengthy, frustrating process into something remarkable: funding that's fast, flexible, and actually works for modern businesses. Our impact speaks for itself: we've provided billions in funding to over 150,000 businesses across Europe, making us one of the continent's leading fintech innovators. But we're just getting started. Our mission? To empower one million businesses with the financial tools they deserve. We combine cutting-edge technology and data science with genuine human understanding to make finance feel less like a barrier and more like a superpower. Whether it's managing cash flow or seizing unexpected opportunities, we ensure businesses get the funds they need – often within minutes. The role: This is an exciting opportunity to join our team as an Office Coordinator with our People Operations team, on a part-time basis (15 hours/week, fixed-term 12 months). You will play a key role in creating a welcoming and efficient work environment across our Frankfurt and Berlin offices. Frankfurt will be your main focus, as Berlin is located in a managed shared office space, with lower maintenance requirements. As the go-to person for our teams in both locations, you will ensure smooth day-to-day operations and a positive experience for everyone. You will report directly to our People & Culture Partner for Team DE. We offer flexibility in working arrangements (e.g., two full days or three mornings), depending on what works best for both you and the team. Serve as the first point of contact for office-related topics and queries from the Frankfurt and Berlin teams. Manage regular orders for food & drink and office supplies, ensuring adequate stock levels in both offices. Fostering an environment of collaboration and connection by organising team events. Manage shopping and catering for events in both locations. Serve as the primary contact for Frankfurt and Berlin offices, managing communications with external providers, including landlords, cleaning, supplies, equipment, invoices, and errands. Liaising with the Frankfurt and Berlin teams and HR to ensure new joiners and visitors are welcomed to our office and well looked after. Proactively gather ideas and recommendations to continuously improve our office environment and processes. Play a key role in shaping the Frankfurt office and team culture following our recent move into a beautiful new office space in the city centre, including finalising topics like soundproofing, design, and storage solutions. Support the People & Culture Partner with Health & Safety topics on the ground. Provide occasional IT support for new starters and daily operations, such as desk setup, accessory management, onboarding kit preparation, and on-site issue resolution. The requirements: Preferably some previous working experience in office management or a similar administrative role. Strong organisational and multitasking skills with the ability to prioritise tasks effectively and manage time efficiently. A confident and enthusiastic attitude that thrives in a regularly changing and fast-paced environment. An independent, proactive, and reliable way of working to effectively manage the needs of both offices. Excellent communication skills, with a strong command of German and fluency in English (written and spoken), to facilitate seamless communication with our international team. Demonstrated ability to identify and resolve office-related issues quickly and effectively. The salary We expect to pay from €30.000 - €35.000 for this role (full-time equivalent). But, we’re open-minded, so definitely include your salary goals with your application. We routinely benchmark salaries against market rates, and run quarterly performance and salary reviews. The culture At iwoca, we prioritise a culture of learning, growth, and support, and invest in the professional development of our team members. We value diversity in thought and skill, and encourage you to explore new areas of interest to help us improve our products and services. The offices We put a lot of effort into making iwoca a brilliant place to work: Offices in London, Leeds, Berlin, and Frankfurt with plenty of drinks and snacks Events and clubs, like bingo, comedy nights, yoga classes, football, etc. The Benefits A smart, motivated and international team (we represent over 35 different nationalities) with ridiculous growth-mindset iwoca takes over a ski chalet in winter so that you and your team can ski or snowboard (and work) for a week. During summer we are drawn to the sun. Access to the gym membership program Exclusive participation in the daily commute Our home is in a nice office in the heart of the big city. In Frankfurt city centre, directly next to the famous Fressgass. Our office in Berlin is located centrally in the Hackesche Höfe. Company-wide training courses with internal and external speakers 26 days of vacation a year plus a free day for your birthday One-month fully paid sabbatical after 4 years Share options A paid volunteer day that gives you the opportunity to invest time to support a charity of your choice. ’iwocans’ also benefit from fully stocked fridges in our offices with whatever is needed to strengthen them. There are snacks (both healthy and less healthy) for the whole day. Compensation Range: €30K - €35K Show more Show less",True,senior,en,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False
Executive Coordinator,Ifrs Foundation,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/executive-coordinator-at-ifrs-foundation-4243648315?position=2&pageNum=0&refId=%2FjiW07wbWagBJm3j%2BuYt%2BA%3D%3D&trackingId=IgeW5i5maIGhpnq7L54ryw%3D%3D,Office Coordinator,Germany,"Location: Frankfurt, Germany Status: 18-Month Fixed Term Contract Reports to: Manager - Executive Coordinators Job Purpose: To provide support and executive assistance to the ISSB Senior Leadership team and the wider IFRS Foundation leadership teams as needed. Team: A team of executive coordinators work together to provide administrative support across the organisation. Each coordinator has specific responsibilities, which may change periodically, and coordinators will cover for each other during leave periods. The successful candidate should have a flexible attitude, be able to assume various tasks, and enjoy assisting others. The role requires flexibility, and attendance at the Frankfurt office is expected at least three days a week. Principal accountabilities Supporting Senior Stakeholders: Coordinating detailed and frequently changing national and international travel arrangements, including itinerary planning, securing visas and other travel documentation, arranging car/rail/flight/hotel bookings in accordance with IFRS Foundation travel policy. Supporting other teams and individuals with diary management, scheduling, travel, accommodation, and visa support. Setting up meetings as requested, supporting diary updates, and creating itineraries as required. Providing general administrative support, such as meeting support documentation, correspondence, and arranging dinners. Managing logistics for meetings, conference calls, and video conferences. Proactively managing diaries, offering solutions, and working across various time zones. Providing backup support to other executive coordinators as needed to meet deadlines, including working closely and covering for colleagues on their days off. Assisting with internal and external meetings to ensure conferences and meetings run smoothly. Undertaking ad hoc projects as required. Required skills And experience Previous experience supporting a senior team in an international environment and managing complex and frequently changing travel and meeting arrangements across time zones. Excellent organisational and administrative skills, with attention to detail and accuracy. Ability to work collegially with others and effectively engage with staff and stakeholders at all levels, both in-person and remotely. High level of autonomy, resourcefulness, and strong problem-solving skills. Ability to work flexibly, remain composed under pressure, respond to changes and conflicting demands constructively, and prioritise work appropriately. Excellent oral and written English language skills, with the ability to draft clear, succinct, and appropriate correspondence and documents. Proficiency in MS Office (Outlook, Word, Excel, and PowerPoint) is required. Preferred Document management. Application closing date : 11th July 2025 Please note that while we have a closing date for this application, we reserve the right to interview candidates and potentially close the role early should we find a suitable candidate before the closing date. Help shape the future of reporting for global financial markets The IFRS Foundation is a public interest, not-for profit organisation that sets corporate reporting standards for the capital markets globally. IFRS Accounting Standards are required for use by more than 140 countries whilst IFRS Sustainability Disclosure Standards are rapidly becoming the global baseline for sustainability disclosures worldwide. We are a highly diverse and inclusive organisation. Our 350+ staff come from more than 45+ different countries and are united in supporting the mission of the Foundation to bring transparency, accountability and efficiency to capital markets worldwide. With offices in London, Frankfurt, Montreal, Tokyo, Beijing and San Francisco, the Foundation is truly a global standard-setter. Show more Show less",True,senior,en,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Executive Assistant,Hauser Recruiting,"Berlin, Germany",https://de.linkedin.com/jobs/view/executive-assistant-at-hauser-recruiting-4247451564?position=3&pageNum=0&refId=%2FjiW07wbWagBJm3j%2BuYt%2BA%3D%3D&trackingId=VNgm6Fefc8CraH0C4hII2A%3D%3D,Office Coordinator,Germany,"Executive Assistant to Founders – Real Estate Firm | Berlin Hauser Recruiting is delighted to partner with a prestigious real estate firm with stunning offices in Berlin. We are seeking a highly skilled Executive Assistant to provide first-class support to the Founders, who travel extensively across Europe and require seamless assistance. This is a dynamic role for an Executive Assistant who thrives in a fast-paced, high-energy environment and is passionate about excellence in executive support. You must be able to work interchangeably in English & German. On offer is a hugely generous salary and bonus, hybrid working model, team events and much more! Duties will include: Full Diary & Complex Travel Management – Take complete ownership of the Founders' schedules, ensuring seamless coordination, anticipating challenges, and providing solutions proactively. Event & Project Coordination – Arranging local / international team & industry events. Strategic Administrative Support – Managing correspondence, meeting action points, preparing reports, expenses, invoice payments. Client & Partner Liaison – Serve as the primary point of contact, maintaining relationships and ensuring flawless communication. Light Personal Support - Handle some personal administration, on occasion. What You’ll Need: Experience supporting busy Executives or High-Net-Worth-Individuals with complex scheduling and international travel. High aptitude for logistics management and ability to deal with last minute changes calmly, under pressure. Ability to work full-time (40-hour contract) with the flexibility to respond to urgent needs outside typical working hours, particularly when the Founders are at peak business times. A passion for executive support, bringing enthusiasm, precision, and a proactive approach to daily operations. Excellent business communication skills in both German & English. The ability to work autonomously while working seamlessly with other managers and employees in the office. This is an exceptional opportunity for a top-tier EA to join a prestigious firm and contribute to its continued success. The role is to start ASAP - don't delay your application! Show more Show less",True,manager,mixed,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Executive Coordinator,Ifrs Foundation,"Frankfurt, Hesse, Germany",https://de.linkedin.com/jobs/view/executive-coordinator-at-ifrs-foundation-4243648315?position=2&pageNum=0&refId=8nVlunEjUAfOY2wpqAjwTQ%3D%3D&trackingId=4oZlNuJoXDhGrN5FWbsbgQ%3D%3D,Office Coordinator,Germany,"Location: Frankfurt, Germany Status: 18-Month Fixed Term Contract Reports to: Manager - Executive Coordinators Job Purpose: To provide support and executive assistance to the ISSB Senior Leadership team and the wider IFRS Foundation leadership teams as needed. Team: A team of executive coordinators work together to provide administrative support across the organisation. Each coordinator has specific responsibilities, which may change periodically, and coordinators will cover for each other during leave periods. The successful candidate should have a flexible attitude, be able to assume various tasks, and enjoy assisting others. The role requires flexibility, and attendance at the Frankfurt office is expected at least three days a week. Principal accountabilities Supporting Senior Stakeholders: Coordinating detailed and frequently changing national and international travel arrangements, including itinerary planning, securing visas and other travel documentation, arranging car/rail/flight/hotel bookings in accordance with IFRS Foundation travel policy. Supporting other teams and individuals with diary management, scheduling, travel, accommodation, and visa support. Setting up meetings as requested, supporting diary updates, and creating itineraries as required. Providing general administrative support, such as meeting support documentation, correspondence, and arranging dinners. Managing logistics for meetings, conference calls, and video conferences. Proactively managing diaries, offering solutions, and working across various time zones. Providing backup support to other executive coordinators as needed to meet deadlines, including working closely and covering for colleagues on their days off. Assisting with internal and external meetings to ensure conferences and meetings run smoothly. Undertaking ad hoc projects as required. Required skills And experience Previous experience supporting a senior team in an international environment and managing complex and frequently changing travel and meeting arrangements across time zones. Excellent organisational and administrative skills, with attention to detail and accuracy. Ability to work collegially with others and effectively engage with staff and stakeholders at all levels, both in-person and remotely. High level of autonomy, resourcefulness, and strong problem-solving skills. Ability to work flexibly, remain composed under pressure, respond to changes and conflicting demands constructively, and prioritise work appropriately. Excellent oral and written English language skills, with the ability to draft clear, succinct, and appropriate correspondence and documents. Proficiency in MS Office (Outlook, Word, Excel, and PowerPoint) is required. Preferred Document management. Application closing date : 11th July 2025 Please note that while we have a closing date for this application, we reserve the right to interview candidates and potentially close the role early should we find a suitable candidate before the closing date. Help shape the future of reporting for global financial markets The IFRS Foundation is a public interest, not-for profit organisation that sets corporate reporting standards for the capital markets globally. IFRS Accounting Standards are required for use by more than 140 countries whilst IFRS Sustainability Disclosure Standards are rapidly becoming the global baseline for sustainability disclosures worldwide. We are a highly diverse and inclusive organisation. Our 350+ staff come from more than 45+ different countries and are united in supporting the mission of the Foundation to bring transparency, accountability and efficiency to capital markets worldwide. With offices in London, Frankfurt, Montreal, Tokyo, Beijing and San Francisco, the Foundation is truly a global standard-setter. Show more Show less",True,senior,en,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Executive Assistant,Hauser Recruiting,"Berlin, Germany",https://de.linkedin.com/jobs/view/executive-assistant-at-hauser-recruiting-4247451564?position=3&pageNum=0&refId=8nVlunEjUAfOY2wpqAjwTQ%3D%3D&trackingId=WXXs4YPhx%2Bu3jn7sSzbKCA%3D%3D,Office Coordinator,Germany,"Executive Assistant to Founders – Real Estate Firm | Berlin Hauser Recruiting is delighted to partner with a prestigious real estate firm with stunning offices in Berlin. We are seeking a highly skilled Executive Assistant to provide first-class support to the Founders, who travel extensively across Europe and require seamless assistance. This is a dynamic role for an Executive Assistant who thrives in a fast-paced, high-energy environment and is passionate about excellence in executive support. You must be able to work interchangeably in English & German. On offer is a hugely generous salary and bonus, hybrid working model, team events and much more! Duties will include: Full Diary & Complex Travel Management – Take complete ownership of the Founders' schedules, ensuring seamless coordination, anticipating challenges, and providing solutions proactively. Event & Project Coordination – Arranging local / international team & industry events. Strategic Administrative Support – Managing correspondence, meeting action points, preparing reports, expenses, invoice payments. Client & Partner Liaison – Serve as the primary point of contact, maintaining relationships and ensuring flawless communication. Light Personal Support - Handle some personal administration, on occasion. What You’ll Need: Experience supporting busy Executives or High-Net-Worth-Individuals with complex scheduling and international travel. High aptitude for logistics management and ability to deal with last minute changes calmly, under pressure. Ability to work full-time (40-hour contract) with the flexibility to respond to urgent needs outside typical working hours, particularly when the Founders are at peak business times. A passion for executive support, bringing enthusiasm, precision, and a proactive approach to daily operations. Excellent business communication skills in both German & English. The ability to work autonomously while working seamlessly with other managers and employees in the office. This is an exceptional opportunity for a top-tier EA to join a prestigious firm and contribute to its continued success. The role is to start ASAP - don't delay your application! Show more Show less",True,manager,mixed,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Office-Manager,Graewer Group,"Dettingen unter Teck, Baden-Württemberg, Germany",https://de.linkedin.com/jobs/view/office-manager-at-graewer-group-4255113771?position=3&pageNum=0&refId=4yFd3mhq%2FThg7pn6NNAVsQ%3D%3D&trackingId=y4wTJ1Yy0EVEynyc1yt%2FHw%3D%3D,Office Coordinator,Germany,"Bürokraft (m/w/d) gesucht – Innovation trifft Organisation Die Graewer GmbH entwickelt innovative Kunststofflösungen — von der Idee bis zur Marktreife. Zur Verstärkung unseres Teams suchen wir eine engagierte Bürokraft (m/w/d), die unsere Büroorganisation zuverlässig steuert und unser Wachstum unterstützt. Ihre Aufgaben: Büroorganisation, Terminmanagement und Verwaltung Kundenbetreuung per Telefon und E-Mail Datenpflege, Rechnungswesen und Unterstützung im Personalwesen Projektkoordination und Büromaterialverwaltung Ihr Profil: Organisationstalent mit sorgfältiger und strukturierter Arbeitsweise Kommunikationsstark, teamorientiert und kundenfreundlich Flexibel, diskret und zuverlässig Wir bieten: Innovatives Umfeld mit spannenden Projekten in Spritzgusstechnik, 3D-Druck und Veredelung Weiterbildungsmöglichkeiten und Entwicklungschancen Angenehmes Betriebsklima mit offener Kommunikation Jetzt bewerben und Teil eines zukunftsorientierten Teams werden! Show more Show less",False,other,de,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
